"Column Name","Label"
"DP04_0120EA","Annotation of Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!15.0 to 19.9 percent"
"DP04_0121E","Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!20.0 to 24.9 percent"
"DP04_0121M","Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!20.0 to 24.9 percent"
"DP04_0121MA","Annotation of Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!20.0 to 24.9 percent"
"DP04_0121EA","Annotation of Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!20.0 to 24.9 percent"
"DP04_0122E","Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!25.0 to 29.9 percent"
"DP04_0122EA","Annotation of Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!25.0 to 29.9 percent"
"DP04_0122M","Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!25.0 to 29.9 percent"
"DP04_0122MA","Annotation of Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!25.0 to 29.9 percent"
"DP04_0123E","Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!30.0 to 34.9 percent"
"DP04_0123M","Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!30.0 to 34.9 percent"
"DP04_0123MA","Annotation of Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!30.0 to 34.9 percent"
"DP04_0123EA","Annotation of Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!30.0 to 34.9 percent"
"DP04_0124E","Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!35.0 percent or more"
"DP04_0124M","Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!35.0 percent or more"
"DP04_0124MA","Annotation of Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!35.0 percent or more"
"DP04_0124EA","Annotation of Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!35.0 percent or more"
"DP04_0125E","Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!Not computed"
"DP04_0125M","Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!Not computed"
"DP04_0125MA","Annotation of Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!Not computed"
"DP04_0125EA","Annotation of Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!Not computed"
"DP04_0126E","Estimate!!GROSS RENT!!Occupied units paying rent"
"DP04_0126M","Margin of Error!!GROSS RENT!!Occupied units paying rent"
"DP04_0126MA","Annotation of Margin of Error!!GROSS RENT!!Occupied units paying rent"
"DP04_0126EA","Annotation of Estimate!!GROSS RENT!!Occupied units paying rent"
"DP04_0127E","Estimate!!GROSS RENT!!Occupied units paying rent!!Less than $500"
"DP04_0127M","Margin of Error!!GROSS RENT!!Occupied units paying rent!!Less than $500"
"DP04_0127MA","Annotation of Margin of Error!!GROSS RENT!!Occupied units paying rent!!Less than $500"
"DP04_0127EA","Annotation of Estimate!!GROSS RENT!!Occupied units paying rent!!Less than $500"
"DP04_0128E","Estimate!!GROSS RENT!!Occupied units paying rent!!$500 to $999"
"DP04_0128M","Margin of Error!!GROSS RENT!!Occupied units paying rent!!$500 to $999"
"DP04_0128MA","Annotation of Margin of Error!!GROSS RENT!!Occupied units paying rent!!$500 to $999"
"DP04_0128EA","Annotation of Estimate!!GROSS RENT!!Occupied units paying rent!!$500 to $999"
"DP04_0129E","Estimate!!GROSS RENT!!Occupied units paying rent!!$1,000 to $1,499"
"DP04_0129M","Margin of Error!!GROSS RENT!!Occupied units paying rent!!$1,000 to $1,499"
"DP04_0129MA","Annotation of Margin of Error!!GROSS RENT!!Occupied units paying rent!!$1,000 to $1,499"
"DP04_0129EA","Annotation of Estimate!!GROSS RENT!!Occupied units paying rent!!$1,000 to $1,499"
"DP04_0130E","Estimate!!GROSS RENT!!Occupied units paying rent!!$1,500 to $1,999"
"DP04_0130M","Margin of Error!!GROSS RENT!!Occupied units paying rent!!$1,500 to $1,999"
"DP04_0130MA","Annotation of Margin of Error!!GROSS RENT!!Occupied units paying rent!!$1,500 to $1,999"
"DP04_0130EA","Annotation of Estimate!!GROSS RENT!!Occupied units paying rent!!$1,500 to $1,999"
"DP04_0131E","Estimate!!GROSS RENT!!Occupied units paying rent!!$2,000 to $2,499"
"DP04_0131M","Margin of Error!!GROSS RENT!!Occupied units paying rent!!$2,000 to $2,499"
"DP04_0131MA","Annotation of Margin of Error!!GROSS RENT!!Occupied units paying rent!!$2,000 to $2,499"
"DP04_0131EA","Annotation of Estimate!!GROSS RENT!!Occupied units paying rent!!$2,000 to $2,499"
"DP04_0132E","Estimate!!GROSS RENT!!Occupied units paying rent!!$2,500 to $2,999"
"DP04_0132M","Margin of Error!!GROSS RENT!!Occupied units paying rent!!$2,500 to $2,999"
"DP04_0132MA","Annotation of Margin of Error!!GROSS RENT!!Occupied units paying rent!!$2,500 to $2,999"
"DP04_0132EA","Annotation of Estimate!!GROSS RENT!!Occupied units paying rent!!$2,500 to $2,999"
"DP04_0133E","Estimate!!GROSS RENT!!Occupied units paying rent!!$3,000 or more"
"DP04_0133EA","Annotation of Estimate!!GROSS RENT!!Occupied units paying rent!!$3,000 or more"
"DP04_0133M","Margin of Error!!GROSS RENT!!Occupied units paying rent!!$3,000 or more"
"DP04_0133MA","Annotation of Margin of Error!!GROSS RENT!!Occupied units paying rent!!$3,000 or more"
"DP04_0134E","Estimate!!GROSS RENT!!Occupied units paying rent!!Median (dollars)"
"DP04_0134M","Margin of Error!!GROSS RENT!!Occupied units paying rent!!Median (dollars)"
"DP04_0134MA","Annotation of Margin of Error!!GROSS RENT!!Occupied units paying rent!!Median (dollars)"
"DP04_0134EA","Annotation of Estimate!!GROSS RENT!!Occupied units paying rent!!Median (dollars)"
"DP04_0135E","Estimate!!GROSS RENT!!Occupied units paying rent!!No rent paid"
"DP04_0135M","Margin of Error!!GROSS RENT!!Occupied units paying rent!!No rent paid"
"DP04_0135MA","Annotation of Margin of Error!!GROSS RENT!!Occupied units paying rent!!No rent paid"
"DP04_0135EA","Annotation of Estimate!!GROSS RENT!!Occupied units paying rent!!No rent paid"
"DP04_0136E","Estimate!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)"
"DP04_0136EA","Annotation of Estimate!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)"
"DP04_0136M","Margin of Error!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)"
"DP04_0136MA","Annotation of Margin of Error!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)"
"DP04_0137E","Estimate!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!Less than 15.0 percent"
"DP04_0137M","Margin of Error!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!Less than 15.0 percent"
"DP04_0137MA","Annotation of Margin of Error!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!Less than 15.0 percent"
"DP04_0137EA","Annotation of Estimate!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!Less than 15.0 percent"
"DP04_0138E","Estimate!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!15.0 to 19.9 percent"
"DP04_0138M","Margin of Error!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!15.0 to 19.9 percent"
"DP04_0138MA","Annotation of Margin of Error!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!15.0 to 19.9 percent"
"DP04_0138EA","Annotation of Estimate!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!15.0 to 19.9 percent"
"DP04_0139E","Estimate!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!20.0 to 24.9 percent"
"DP04_0139M","Margin of Error!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!20.0 to 24.9 percent"
"DP04_0139MA","Annotation of Margin of Error!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!20.0 to 24.9 percent"
"DP04_0139EA","Annotation of Estimate!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!20.0 to 24.9 percent"
"DP04_0140E","Estimate!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!25.0 to 29.9 percent"
"DP04_0140M","Margin of Error!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!25.0 to 29.9 percent"
"DP04_0140MA","Annotation of Margin of Error!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!25.0 to 29.9 percent"
"DP04_0140EA","Annotation of Estimate!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!25.0 to 29.9 percent"
"DP04_0141E","Estimate!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!30.0 to 34.9 percent"
"DP04_0141M","Margin of Error!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!30.0 to 34.9 percent"
"DP04_0141MA","Annotation of Margin of Error!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!30.0 to 34.9 percent"
"DP04_0141EA","Annotation of Estimate!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!30.0 to 34.9 percent"
"DP04_0142E","Estimate!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!35.0 percent or more"
"DP04_0142M","Margin of Error!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!35.0 percent or more"
"DP04_0142MA","Annotation of Margin of Error!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!35.0 percent or more"
"DP04_0142EA","Annotation of Estimate!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!35.0 percent or more"
"DP04_0143E","Estimate!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!Not computed"
"DP04_0143M","Margin of Error!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!Not computed"
"DP04_0143MA","Annotation of Margin of Error!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!Not computed"
"DP04_0143EA","Annotation of Estimate!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!Not computed"
"DP04_0001PE","Percent!!HOUSING OCCUPANCY!!Total housing units"
"DP04_0001PM","Percent Margin of Error!!HOUSING OCCUPANCY!!Total housing units"
"DP04_0001PMA","Annotation of Percent Margin of Error!!HOUSING OCCUPANCY!!Total housing units"
"DP04_0001PEA","Annotation of Percent!!HOUSING OCCUPANCY!!Total housing units"
"DP04_0002PE","Percent!!HOUSING OCCUPANCY!!Total housing units!!Occupied housing units"
"DP04_0002PM","Percent Margin of Error!!HOUSING OCCUPANCY!!Total housing units!!Occupied housing units"
"DP04_0002PMA","Annotation of Percent Margin of Error!!HOUSING OCCUPANCY!!Total housing units!!Occupied housing units"
"DP04_0002PEA","Annotation of Percent!!HOUSING OCCUPANCY!!Total housing units!!Occupied housing units"
"DP04_0003PE","Percent!!HOUSING OCCUPANCY!!Total housing units!!Vacant housing units"
"DP04_0003PM","Percent Margin of Error!!HOUSING OCCUPANCY!!Total housing units!!Vacant housing units"
"DP04_0003PMA","Annotation of Percent Margin of Error!!HOUSING OCCUPANCY!!Total housing units!!Vacant housing units"
"DP04_0003PEA","Annotation of Percent!!HOUSING OCCUPANCY!!Total housing units!!Vacant housing units"
"DP04_0004PE","Percent!!HOUSING OCCUPANCY!!Total housing units!!Homeowner vacancy rate"
"DP04_0004PM","Percent Margin of Error!!HOUSING OCCUPANCY!!Total housing units!!Homeowner vacancy rate"
"DP04_0004PMA","Annotation of Percent Margin of Error!!HOUSING OCCUPANCY!!Total housing units!!Homeowner vacancy rate"
"DP04_0004PEA","Annotation of Percent!!HOUSING OCCUPANCY!!Total housing units!!Homeowner vacancy rate"
"DP04_0005PE","Percent!!HOUSING OCCUPANCY!!Total housing units!!Rental vacancy rate"
"DP04_0005PM","Percent Margin of Error!!HOUSING OCCUPANCY!!Total housing units!!Rental vacancy rate"
"DP04_0005PMA","Annotation of Percent Margin of Error!!HOUSING OCCUPANCY!!Total housing units!!Rental vacancy rate"
"DP04_0005PEA","Annotation of Percent!!HOUSING OCCUPANCY!!Total housing units!!Rental vacancy rate"
"DP04_0006PE","Percent!!UNITS IN STRUCTURE!!Total housing units"
"DP04_0006PEA","Annotation of Percent!!UNITS IN STRUCTURE!!Total housing units"
"DP04_0006PM","Percent Margin of Error!!UNITS IN STRUCTURE!!Total housing units"
"DP04_0006PMA","Annotation of Percent Margin of Error!!UNITS IN STRUCTURE!!Total housing units"
"DP04_0007PE","Percent!!UNITS IN STRUCTURE!!Total housing units!!1-unit, detached"
"DP04_0007PM","Percent Margin of Error!!UNITS IN STRUCTURE!!Total housing units!!1-unit, detached"
"DP04_0007PMA","Annotation of Percent Margin of Error!!UNITS IN STRUCTURE!!Total housing units!!1-unit, detached"
"DP04_0007PEA","Annotation of Percent!!UNITS IN STRUCTURE!!Total housing units!!1-unit, detached"
"DP04_0008PE","Percent!!UNITS IN STRUCTURE!!Total housing units!!1-unit, attached"
"DP04_0008PM","Percent Margin of Error!!UNITS IN STRUCTURE!!Total housing units!!1-unit, attached"
"DP04_0008PMA","Annotation of Percent Margin of Error!!UNITS IN STRUCTURE!!Total housing units!!1-unit, attached"
"DP04_0008PEA","Annotation of Percent!!UNITS IN STRUCTURE!!Total housing units!!1-unit, attached"
"DP04_0009PE","Percent!!UNITS IN STRUCTURE!!Total housing units!!2 units"
"DP04_0009PM","Percent Margin of Error!!UNITS IN STRUCTURE!!Total housing units!!2 units"
"DP04_0009PMA","Annotation of Percent Margin of Error!!UNITS IN STRUCTURE!!Total housing units!!2 units"
"DP04_0009PEA","Annotation of Percent!!UNITS IN STRUCTURE!!Total housing units!!2 units"
"DP04_0010PE","Percent!!UNITS IN STRUCTURE!!Total housing units!!3 or 4 units"
"DP04_0010PM","Percent Margin of Error!!UNITS IN STRUCTURE!!Total housing units!!3 or 4 units"
"DP04_0010PMA","Annotation of Percent Margin of Error!!UNITS IN STRUCTURE!!Total housing units!!3 or 4 units"
"DP04_0010PEA","Annotation of Percent!!UNITS IN STRUCTURE!!Total housing units!!3 or 4 units"
"DP04_0011PE","Percent!!UNITS IN STRUCTURE!!Total housing units!!5 to 9 units"
"DP04_0011PM","Percent Margin of Error!!UNITS IN STRUCTURE!!Total housing units!!5 to 9 units"
"DP04_0011PMA","Annotation of Percent Margin of Error!!UNITS IN STRUCTURE!!Total housing units!!5 to 9 units"
"DP04_0011PEA","Annotation of Percent!!UNITS IN STRUCTURE!!Total housing units!!5 to 9 units"
"DP04_0012PE","Percent!!UNITS IN STRUCTURE!!Total housing units!!10 to 19 units"
"DP04_0012PM","Percent Margin of Error!!UNITS IN STRUCTURE!!Total housing units!!10 to 19 units"
"DP04_0012PMA","Annotation of Percent Margin of Error!!UNITS IN STRUCTURE!!Total housing units!!10 to 19 units"
"DP04_0012PEA","Annotation of Percent!!UNITS IN STRUCTURE!!Total housing units!!10 to 19 units"
"DP04_0013PE","Percent!!UNITS IN STRUCTURE!!Total housing units!!20 or more units"
"DP04_0013PEA","Annotation of Percent!!UNITS IN STRUCTURE!!Total housing units!!20 or more units"
"DP04_0013PM","Percent Margin of Error!!UNITS IN STRUCTURE!!Total housing units!!20 or more units"
"DP04_0013PMA","Annotation of Percent Margin of Error!!UNITS IN STRUCTURE!!Total housing units!!20 or more units"
"DP04_0014PE","Percent!!UNITS IN STRUCTURE!!Total housing units!!Mobile home"
"DP04_0014PM","Percent Margin of Error!!UNITS IN STRUCTURE!!Total housing units!!Mobile home"
"DP04_0014PMA","Annotation of Percent Margin of Error!!UNITS IN STRUCTURE!!Total housing units!!Mobile home"
"DP04_0014PEA","Annotation of Percent!!UNITS IN STRUCTURE!!Total housing units!!Mobile home"
"DP04_0015PE","Percent!!UNITS IN STRUCTURE!!Total housing units!!Boat, RV, van, etc."
"DP04_0015PM","Percent Margin of Error!!UNITS IN STRUCTURE!!Total housing units!!Boat, RV, van, etc."
"DP04_0015PMA","Annotation of Percent Margin of Error!!UNITS IN STRUCTURE!!Total housing units!!Boat, RV, van, etc."
"DP04_0015PEA","Annotation of Percent!!UNITS IN STRUCTURE!!Total housing units!!Boat, RV, van, etc."
"DP04_0016PE","Percent!!YEAR STRUCTURE BUILT!!Total housing units"
"DP04_0016PM","Percent Margin of Error!!YEAR STRUCTURE BUILT!!Total housing units"
"DP04_0016PMA","Annotation of Percent Margin of Error!!YEAR STRUCTURE BUILT!!Total housing units"
"DP04_0016PEA","Annotation of Percent!!YEAR STRUCTURE BUILT!!Total housing units"
"DP04_0017PE","Percent!!YEAR STRUCTURE BUILT!!Total housing units!!Built 2020 or later"
"DP04_0017PEA","Annotation of Percent!!YEAR STRUCTURE BUILT!!Total housing units!!Built 2020 or later"
"DP04_0017PM","Percent Margin of Error!!YEAR STRUCTURE BUILT!!Total housing units!!Built 2020 or later"
"DP04_0017PMA","Annotation of Percent Margin of Error!!YEAR STRUCTURE BUILT!!Total housing units!!Built 2020 or later"
"DP04_0018PE","Percent!!YEAR STRUCTURE BUILT!!Total housing units!!Built 2010 to 2019"
"DP04_0018PM","Percent Margin of Error!!YEAR STRUCTURE BUILT!!Total housing units!!Built 2010 to 2019"
"DP04_0018PMA","Annotation of Percent Margin of Error!!YEAR STRUCTURE BUILT!!Total housing units!!Built 2010 to 2019"
"DP04_0018PEA","Annotation of Percent!!YEAR STRUCTURE BUILT!!Total housing units!!Built 2010 to 2019"
"DP04_0019PE","Percent!!YEAR STRUCTURE BUILT!!Total housing units!!Built 2000 to 2009"
"DP04_0019PM","Percent Margin of Error!!YEAR STRUCTURE BUILT!!Total housing units!!Built 2000 to 2009"
"DP04_0019PMA","Annotation of Percent Margin of Error!!YEAR STRUCTURE BUILT!!Total housing units!!Built 2000 to 2009"
"DP04_0019PEA","Annotation of Percent!!YEAR STRUCTURE BUILT!!Total housing units!!Built 2000 to 2009"
"DP04_0020PE","Percent!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1990 to 1999"
"DP04_0020PM","Percent Margin of Error!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1990 to 1999"
"DP04_0020PMA","Annotation of Percent Margin of Error!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1990 to 1999"
"DP04_0020PEA","Annotation of Percent!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1990 to 1999"
"DP04_0021PE","Percent!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1980 to 1989"
"DP04_0021PM","Percent Margin of Error!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1980 to 1989"
"DP04_0021PMA","Annotation of Percent Margin of Error!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1980 to 1989"
"DP04_0021PEA","Annotation of Percent!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1980 to 1989"
"DP04_0022PE","Percent!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1970 to 1979"
"DP04_0022PM","Percent Margin of Error!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1970 to 1979"
"DP04_0022PMA","Annotation of Percent Margin of Error!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1970 to 1979"
"DP04_0022PEA","Annotation of Percent!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1970 to 1979"
"DP04_0023PE","Percent!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1960 to 1969"
"DP04_0023PEA","Annotation of Percent!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1960 to 1969"
"DP04_0023PM","Percent Margin of Error!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1960 to 1969"
"DP04_0023PMA","Annotation of Percent Margin of Error!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1960 to 1969"
"DP04_0024PE","Percent!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1950 to 1959"
"DP04_0024PM","Percent Margin of Error!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1950 to 1959"
"DP04_0024PMA","Annotation of Percent Margin of Error!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1950 to 1959"
"DP04_0024PEA","Annotation of Percent!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1950 to 1959"
"DP04_0025PE","Percent!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1940 to 1949"
"DP04_0025PM","Percent Margin of Error!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1940 to 1949"
"DP04_0025PMA","Annotation of Percent Margin of Error!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1940 to 1949"
"DP04_0025PEA","Annotation of Percent!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1940 to 1949"
"DP04_0026PE","Percent!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1939 or earlier"
"DP04_0026PM","Percent Margin of Error!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1939 or earlier"
"DP04_0026PMA","Annotation of Percent Margin of Error!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1939 or earlier"
"DP04_0026PEA","Annotation of Percent!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1939 or earlier"
"DP04_0027PE","Percent!!ROOMS!!Total housing units"
"DP04_0027PM","Percent Margin of Error!!ROOMS!!Total housing units"
"DP04_0027PMA","Annotation of Percent Margin of Error!!ROOMS!!Total housing units"
"DP04_0027PEA","Annotation of Percent!!ROOMS!!Total housing units"
"DP04_0028PE","Percent!!ROOMS!!Total housing units!!1 room"
"DP04_0028PEA","Annotation of Percent!!ROOMS!!Total housing units!!1 room"
"DP04_0028PM","Percent Margin of Error!!ROOMS!!Total housing units!!1 room"
"DP04_0028PMA","Annotation of Percent Margin of Error!!ROOMS!!Total housing units!!1 room"
"DP04_0029PE","Percent!!ROOMS!!Total housing units!!2 rooms"
"DP04_0029PM","Percent Margin of Error!!ROOMS!!Total housing units!!2 rooms"
"DP04_0029PMA","Annotation of Percent Margin of Error!!ROOMS!!Total housing units!!2 rooms"
"DP04_0029PEA","Annotation of Percent!!ROOMS!!Total housing units!!2 rooms"
"DP04_0030PE","Percent!!ROOMS!!Total housing units!!3 rooms"
"DP04_0030PM","Percent Margin of Error!!ROOMS!!Total housing units!!3 rooms"
"DP04_0030PMA","Annotation of Percent Margin of Error!!ROOMS!!Total housing units!!3 rooms"
"DP04_0030PEA","Annotation of Percent!!ROOMS!!Total housing units!!3 rooms"
"DP04_0031PE","Percent!!ROOMS!!Total housing units!!4 rooms"
"DP04_0031PM","Percent Margin of Error!!ROOMS!!Total housing units!!4 rooms"
"DP04_0031PMA","Annotation of Percent Margin of Error!!ROOMS!!Total housing units!!4 rooms"
"DP04_0031PEA","Annotation of Percent!!ROOMS!!Total housing units!!4 rooms"
